"FOLIO","VIV_SEL","HOGAR","C_DENEVI","P3A2_2","P3A2_3","P3A3","P3A4","P3A5","P3A6","P3A7","P3A8_1","P3A8_2","P3A8_3","P3A9","P3A10","P3A11","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0002839","20","1","1","01","","2","3","","05","","2","","","3","2","1","10","3","151","0002839",296
"0002841","03","1","1","01","","2","4","","05","1","1","","","1","2","1","10","4","154","0002841",361
"0002841","03","1","2","06","","1","4","","05","1","1","","","1","2","1","10","4","154","0002841",361
"0002841","09","2","1","01","02","2","4","","05","2","","","","","","","10","4","154","0002841",361
"0002841","13","1","1","01","02","1","4","","01","1","1","7","","1","2","1","10","4","154","0002841",361
"0002841","19","1","1","01","","3","4","","05","1","1","4","","1","1","","10","4","154","0002841",361
"0002842","09","1","1","01","02","3","4","","05","1","2","","","9","2","1","10","4","153","0002842",300
"0002842","15","1","1","05","","2","4","","05","1","1","","","9","2","1","10","4","153","0002842",300
"0002843","04","1","1","01","","3","4","","05","2","","","","","","","10","4","154","0002843",259
"0002843","05","1","1","03","","1","4","","05","2","","","","","","","10","4","154","0002843",259
"0002843","06","1","1","01","","2","3","","08","","2","","","2","1","","10","4","154","0002843",259
"0002844","07","1","1","01","02","2","3","","05","","1","","","2","1","","10","4","154","0002844",256
"0002844","15","1","1","02","","2","4","","01","1","1","","","1","1","","10","4","154","0002844",256
"0002844","19","1","1","01","02","3","4","","01","1","7","","","1","2","1","10","4","154","0002844",256
"0002845","06","1","1","03","","3","4","","05","2","","","","","","","10","4","153","0002845",198
"0002845","13","1","1","05","","2","4","","05","1","1","","","1","1","","10","4","153","0002845",198
"0002845","13","1","2","04","","2","4","","05","1","1","","","1","1","","10","4","153","0002845",198
"0002845","13","1","3","03","","2","4","","05","1","1","","","1","1","","10","4","153","0002845",198
"0002845","15","1","1","02","","2","4","","05","1","9","","","9","2","9","10","4","153","0002845",198
"0002846","02","1","1","03","","2","4","","05","2","","","","","","","10","4","154","0002846",289
"0002846","03","1","1","02","","2","4","","05","1","7","","","1","1","","10","4","154","0002846",289
"0002846","12","1","1","02","","2","9","","","","","","","","","","10","4","154","0002846",289
"0002846","14","1","1","03","","2","4","","05","1","1","","","1","2","1","10","4","154","0002846",289
"0002846","16","1","1","02","03","3","4","","05","1","1","","","1","2","1","10","4","154","0002846",289
"0002847","01","1","1","01","02","3","4","","05","1","1","","","2","1","","10","4","154","0002847",300
"0002847","12","1","1","01","","3","4","","01","1","7","","","1","2","1","10","4","154","0002847",300
"0002847","16","1","1","01","","2","4","","05","1","1","6","","1","2","1","10","4","154","0002847",300
"0002848","04","1","1","01","","5","4","","07","1","1","","","1","2","1","10","4","153","0002848",281
"0002848","07","1","1","01","02","1","4","","05","1","7","","","1","1","","10","4","153","0002848",281
"0002848","12","1","1","03","","3","4","","05","1","1","","","1","2","9","10","4","153","0002848",281
"0002848","16","1","1","03","","2","4","","05","2","","","","","","","10","4","153","0002848",281
"0002849","03","1","1","01","","4","4","","03","1","1","","","1","1","","10","4","154","0002849",349
"0002849","08","1","1","04","","2","4","","05","2","","","","","","","10","4","154","0002849",349
"0002849","16","1","1","01","","2","2","","01","","2","","","3","2","1","10","4","154","0002849",349
"0002850","01","1","1","03","","2","4","","05","1","9","","","1","2","9","10","4","153","0002850",322
"0002850","11","1","1","03","","2","4","","05","1","4","","","1","1","","10","4","153","0002850",322
"0002850","17","1","1","03","","2","4","","05","1","6","","","1","2","1","10","4","153","0002850",322
"0002850","19","1","1","03","","2","4","","05","1","1","7","","1","2","1","10","4","153","0002850",322
"0002851","15","1","1","01","","3","4","","05","1","1","","","1","2","1","10","4","154","0002851",380
"0002851","17","1","1","01","","3","4","","01","2","","","","","","","10","4","154","0002851",380
"0002851","18","1","1","01","","4","4","","07","2","","","","","","","10","4","154","0002851",380
"0002852","17","1","1","01","02","2","4","","05","1","1","","","9","1","","10","4","153","0002852",308
"0002853","10","1","1","01","","4","4","","05","2","","","","","","","10","4","153","0002853",278
"0002853","12","1","1","03","","2","4","","05","1","6","","","1","2","9","10","4","153","0002853",278
"0002853","14","1","1","03","","1","4","","05","1","1","","","9","2","1","10","4","153","0002853",278
"0002854","03","1","1","01","","4","4","","04","2","","","","","","","10","4","154","0002854",277
"0002854","04","1","1","01","","2","4","","03","1","1","","","1","2","2","10","4","154","0002854",277
"0002854","05","1","1","03","","3","4","","05","1","1","","","1","1","","10","4","154","0002854",277
"0002854","12","1","1","05","","2","4","","05","1","2","","","9","1","","10","4","154","0002854",277
"0002854","15","1","1","01","","3","4","","05","1","1","","","1","2","1","10","4","154","0002854",277
"0002854","17","1","1","01","02","3","4","","05","1","1","","","1","1","","10","4","154","0002854",277
"0002854","19","1","1","04","","3","4","","05","1","6","","","1","2","1","10","4","154","0002854",277
"0002855","02","1","1","03","","1","4","","05","2","","","","","","","10","4","154","0002855",300
"0002855","10","1","1","01","","3","3","","05","","1","2","","3","1","","10","4","154","0002855",300
"0002855","14","1","1","03","","2","4","","05","1","1","","","9","1","","10","4","154","0002855",300
"0002855","20","1","1","02","","2","4","","05","1","1","","","1","1","","10","4","154","0002855",300
"0002856","03","1","1","01","","2","2","","05","","1","2","","9","2","1","10","4","154","0002856",303
"0002856","08","1","1","01","","3","4","","01","1","1","","","1","2","2","10","4","154","0002856",303
"0002856","10","1","1","01","","3","4","","05","1","4","","","1","2","1","10","4","154","0002856",303
"0002857","03","1","1","02","","2","4","","05","1","1","","","1","1","","10","4","153","0002857",249
"0002859","03","1","1","01","","3","4","","01","1","1","5","","2","2","8","10","4","153","0002859",337
"0002859","06","1","1","03","","3","4","","05","1","1","","","2","1","","10","4","153","0002859",337
"0002859","14","1","1","03","","2","4","","05","2","","","","","","","10","4","153","0002859",337
"0002859","19","1","1","01","","3","4","","05","2","","","","","","","10","4","153","0002859",337
"0002860","05","1","1","02","","1","4","","05","1","1","","","1","2","1","10","4","154","0002860",300
"0002860","08","1","1","03","","2","4","","05","1","1","","","3","1","","10","4","154","0002860",300
"0002860","08","1","2","04","","2","4","","05","1","1","","","2","2","2","10","4","154","0002860",300
"0002861","04","1","1","02","","9","3","","05","","3","","","9","2","9","10","4","154","0002861",191
"0002861","08","2","1","01","02","3","4","","05","1","1","","","3","1","","10","4","154","0002861",191
"0002862","15","1","1","03","","3","4","","05","1","1","","","2","1","","10","4","153","0002862",341
"0002863","16","1","1","01","","3","4","","01","1","1","","","2","2","1","10","4","154","0002863",217
"0002863","19","1","1","03","","9","4","","05","2","","","","","","","10","4","154","0002863",217
"0002863","20","1","1","03","","2","4","","05","1","6","","","1","1","","10","4","154","0002863",217
"0002865","17","1","1","05","","2","4","","05","1","1","","","1","2","1","10","4","154","0002865",283
"0002865","17","1","2","06","","2","4","","05","1","1","","","2","1","","10","4","154","0002865",283
"0002865","19","1","1","05","","2","4","","05","1","1","","","9","1","","10","4","154","0002865",283
"0002866","06","1","1","03","","2","4","","05","2","","","","","","","10","4","153","0002866",294
"0002866","06","1","2","04","","2","4","","05","2","","","","","","","10","4","153","0002866",294
"0002866","07","1","1","01","","3","4","","05","2","","","","","","","10","4","153","0002866",294
"0002866","09","1","1","01","02","2","4","","05","1","1","","","1","1","","10","4","153","0002866",294
"0002866","20","1","1","01","02","3","2","","04","","2","","","3","2","3","10","4","153","0002866",294
"0002867","06","1","1","04","","2","4","","05","1","9","","","9","2","5","10","4","154","0002867",278
"0002867","08","1","1","02","","3","2","","05","","1","2","","3","2","9","10","4","154","0002867",278
"0002867","16","1","1","03","","2","4","","05","2","","","","","","","10","4","154","0002867",278
"0002867","16","1","2","04","","3","4","","05","2","","","","","","","10","4","154","0002867",278
"0002868","08","1","1","01","","2","4","","05","2","","","","","","","10","4","154","0002868",284
"0002868","12","1","1","01","02","2","4","","08","2","","","","","","","10","4","154","0002868",284
"0002868","15","1","1","01","","2","4","","05","2","","","","","","","10","4","154","0002868",284
"0002871","04","1","1","01","","2","4","","07","2","","","","","","","10","1","143","0002871",331
"0002875","02","1","1","02","","2","4","","05","1","1","","","9","2","1","10","1","143","0002875",184
"0002875","04","1","1","02","","1","1","5","","","","","","","","","10","1","143","0002875",184
"0002877","04","1","1","03","","2","1","4","","","","","","","","","10","1","143","0002877",423
"0002877","05","1","1","02","","2","4","","02","1","1","","","1","1","","10","1","143","0002877",423
"0002878","05","1","1","01","","2","3","","01","","3","","","4","1","","10","1","143","0002878",110
"0002879","02","1","1","01","","3","2","","01","","2","","","3","1","","10","1","143","0002879",643
"0002879","03","1","1","01","","3","2","","05","","1","","","3","2","1","10","1","143","0002879",643
"0002881","05","1","1","02","","2","2","","05","","2","","","2","2","9","10","1","146","0002881",257
"0002882","02","1","1","01","","4","2","","05","","2","","","3","2","1","10","1","146","0002882",607
"0002884","02","1","1","01","","3","4","","01","2","","","","","","","10","4","154","0002884",276
"0002884","03","1","1","03","","2","4","","05","2","","","","","","","10","4","154","0002884",276
"0002884","04","1","1","01","","2","2","","04","","4","","","3","1","","10","4","154","0002884",276
"0002888","02","1","1","02","","3","4","","03","2","","","","","","","10","1","143","0002888",239
"0002889","03","1","1","01","","3","2","","05","","1","","","6","2","8","10","2","150","0002889",92
"0002892","01","1","1","03","","3","3","","05","","2","","","2","2","3","11","1","164","0002892",767
"0002894","02","1","1","02","","2","4","","05","2","","","","","","","11","1","165","0002894",808
"0002895","03","1","1","01","","2","2","","01","","2","","","2","2","2","11","1","165","0002895",993
"0002896","01","1","1","01","","3","3","","05","","2","","","3","2","2","11","1","164","0002896",756
"0002896","01","3","1","01","","2","1","5","","","","","","","","","11","1","164","0002896",756
"0002896","05","1","1","01","","3","3","","05","","2","","","3","1","","11","1","164","0002896",756
"0002899","01","1","1","03","","3","2","","05","","2","","","3","2","2","11","1","164","0002899",730
"0002900","04","1","1","03","","3","2","","05","","2","7","","3","2","2","11","1","165","0002900",805
"0002900","04","1","2","04","","3","2","","05","","2","7","","3","2","2","11","1","165","0002900",805
"0002900","05","1","1","01","","2","3","","01","","2","","","2","2","1","11","1","165","0002900",805
"0002904","02","1","1","02","","4","3","","05","","2","","","5","2","5","11","1","164","0002904",706
"0002904","05","1","1","01","","1","4","","05","2","","","","","","","11","1","164","0002904",706
"0002907","01","1","1","03","","2","1","4","","","","","","","","","11","1","166","0002907",1086
"0002910","01","1","1","01","","2","2","","05","","3","4","","3","1","","11","1","166","0002910",1117
"0002911","02","1","1","03","","2","2","","05","","2","","","3","1","","11","1","165","0002911",794
"0002912","04","1","1","01","","3","2","","03","","2","4","","5","2","1","11","1","166","0002912",1021
"0002913","01","1","1","03","","2","2","","05","","2","","","2","1","","11","1","166","0002913",802
"0002913","01","1","2","05","","2","2","","05","","2","","","2","1","","11","1","166","0002913",802
"0002913","02","1","1","01","","3","2","","01","","2","","","3","2","2","11","1","166","0002913",802
"0002914","01","1","1","01","","2","3","","01","","1","2","","9","2","2","11","1","166","0002914",791
"0002915","04","1","1","01","02","3","2","","01","","2","4","","9","2","5","11","1","163","0002915",788
